sample_id,image_name,annotated,severity,confidence,screening_only,note,image_kind,lesion_count,spot_rate,dark_fraction,necrosis_ratio,leaf_area_px,isolation,coverage
id20,20260328_104124.jpg,no,0.417,0.258,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,52,4.806,0.0533,0.0702,108199,0.737,0.55
id20,20260328_104130_HDR.jpg,no,0.2274,0.2153,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,41,5.869,0.014,0.0462,69854,0.615,0.355
id20,20260328_104135.jpg,no,0.271,0.2466,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,20,2.446,0.0387,0.0419,81759,0.705,0.416
id20,20260328_104139_HDR.jpg,no,0.3388,0.2208,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,16,2.546,0.0075,0.1539,62853,0.631,0.32
id20,20260328_104142_HDR.jpg,no,0.4289,0.2802,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,34,5.262,0.0,0.2819,64610,0.801,0.329
id20,20260328_104145_HDR.jpg,no,0.4066,0.242,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,20,3.772,0.0,0.3253,53017,0.692,0.27
id20,20260328_104149_HDR.jpg,no,0.4211,0.2469,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,25,4.741,0.0,0.3518,52737,0.705,0.268
id20,20260328_104158_HDR.jpg,no,0.4307,0.3205,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,32,5.382,0.0,0.3306,59456,0.916,0.302
id20,20260328_104200_HDR.jpg,no,0.441,0.3169,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,38,6.066,0.0,0.3421,62640,0.905,0.319
id20,20260328_104205_HDR.jpg,no,0.4742,0.3224,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,56,8.281,0.0,0.3074,67621,0.921,0.344
id20,20260328_104208_HDR.jpg,no,0.4878,0.3113,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,52,9.185,0.0,0.3874,56617,0.89,0.288
id20,20260328_104211_HDR.jpg,no,0.4513,0.3189,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,41,6.754,0.0,0.3519,60708,0.911,0.309
id20,20260328_104214_HDR.jpg,no,0.4476,0.2876,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,38,6.508,0.0,0.3048,58394,0.822,0.297
id21,20260328_104226_HDR.jpg,yes,0.2156,0.2518,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,44,7.613,0.0077,0.0397,57798,0.719,0.294
id21,20260328_104229_HDR.jpg,yes,0.2585,0.2732,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,76,11.404,0.0088,0.041,66644,0.78,0.339
id21,20260328_104233_HDR.jpg,yes,0.2605,0.2892,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,107,11.322,0.0035,0.0548,94505,0.826,0.481
id21,20260328_104236_HDR.jpg,yes,0.2364,0.1458,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,54,9.012,0.0016,0.0541,59917,0.417,0.305
id21,20260328_104239_HDR.jpg,yes,0.2519,0.2688,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,111,11.068,0.001,0.0559,100289,0.768,0.51
id21,20260328_104242_HDR.jpg,yes,0.22,0.2892,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,121,11.924,0.0012,0.0372,101478,0.826,0.516
id21,20260328_104246_HDR.jpg,yes,0.2487,0.2509,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,106,12.202,0.0081,0.0372,86870,0.717,0.442
id21,20260328_104249_HDR.jpg,yes,0.2622,0.2672,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,103,12.972,0.0135,0.0319,79404,0.764,0.404
id21,20260328_104252_HDR.jpg,yes,0.2311,0.2776,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,99,10.399,0.0089,0.0251,95197,0.793,0.484
id21,20260328_104257_HDR.jpg,yes,0.2852,0.2629,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,104,13.969,0.0031,0.07,74452,0.751,0.379
id21,20260328_104300_HDR.jpg,yes,0.2675,0.2659,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,116,14.75,0.0008,0.0652,78643,0.76,0.4
id21,20260328_104333_HDR.jpg,yes,0.2834,0.2743,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,71,10.047,0.0089,0.055,70671,0.784,0.359
id21,20260328_104336_HDR.jpg,yes,0.3087,0.2922,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,78,10.932,0.0132,0.0593,71353,0.835,0.363
id21,20260328_104340_HDR.jpg,yes,0.2289,0.2453,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,93,11.462,0.0104,0.0203,81139,0.701,0.413
id21,20260328_104344_HDR.jpg,yes,0.238,0.2512,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,74,10.301,0.01,0.0265,71835,0.718,0.365
id22,20260328_104618_HDR.jpg,yes,0.2473,0.2686,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,61,6.006,0.0064,0.0747,101570,0.767,0.517
id22,20260328_104619_HDR.jpg,yes,0.3011,0.2439,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,77,8.315,0.0016,0.097,92599,0.697,0.471
id22,20260328_104623_HDR.jpg,yes,0.2488,0.2467,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,37,3.983,0.0021,0.1031,92892,0.705,0.472
id22,20260328_104625_HDR.jpg,yes,0.2803,0.2528,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,36,3.894,0.0011,0.1241,92439,0.722,0.47
id22,20260328_104628_HDR.jpg,yes,0.4361,0.3086,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,74,7.484,0.0001,0.1849,98884,0.882,0.503
id22,20260328_104631_HDR.jpg,yes,0.2338,0.2646,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,50,4.802,0.0082,0.0729,104127,0.756,0.53
id22,20260328_104636_HDR.jpg,yes,0.2837,0.1979,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,76,8.986,0.0062,0.0703,84579,0.565,0.43
id22,20260328_104639_HDR.jpg,yes,0.3336,0.2431,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,123,11.602,0.0255,0.0442,106012,0.695,0.539
id22,20260328_104643_HDR.jpg,yes,0.2728,0.2471,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,133,13.318,0.0059,0.0562,99866,0.706,0.508
id22,20260328_104647_HDR.jpg,yes,0.2971,0.234,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,131,14.23,0.003,0.0768,92060,0.668,0.468
id22,20260328_104652_HDR.jpg,yes,0.3002,0.2204,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,93,12.175,0.0026,0.0797,76385,0.63,0.389
id22,20260328_104655_HDR.jpg,yes,0.3268,0.2432,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,156,14.635,0.031,0.0273,106596,0.695,0.542
id22,20260328_104702_HDR.jpg,yes,0.2992,0.1977,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,124,15.301,0.0233,0.0297,81040,0.565,0.412
id22,20260328_104712_HDR.jpg,yes,0.2385,0.2796,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,220,19.264,0.0104,0.0259,114200,0.799,0.581
id23,20260328_105132.jpg,no,0.3101,0.3248,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,89,14.524,0.025,0.0319,61278,0.928,0.312
id23,20260328_105134.jpg,no,0.2489,0.1482,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,43,16.162,0.0131,0.0254,26606,0.423,0.135
id23,20260328_105137.jpg,no,0.2342,0.1353,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,31,11.646,0.0076,0.0301,26618,0.386,0.135
id23,20260328_105140.jpg,no,0.2118,0.1229,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,22,8.615,0.0022,0.0419,25536,0.351,0.13
id23,20260328_105141.jpg,no,0.24,0.1348,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,35,12.869,0.0061,0.037,27197,0.385,0.138
id23,20260328_105144.jpg,no,0.2128,0.1335,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,32,13.766,0.0051,0.0237,23245,0.381,0.118
id23,20260328_105146.jpg,no,0.2114,0.1378,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,29,12.545,0.0044,0.0247,23117,0.394,0.118
id23,20260328_105148.jpg,no,0.1676,0.1302,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,14,5.815,0.0077,0.0275,24075,0.372,0.122
id23,20260328_105158.jpg,no,0.442,0.2254,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,96,14.601,0.0426,0.0655,65749,0.644,0.334
id23,20260328_105200.jpg,no,0.4097,0.239,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,94,12.883,0.0306,0.0755,72967,0.683,0.371
id23,20260328_105204.jpg,no,0.3395,0.232,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,81,12.903,0.0206,0.0593,62776,0.663,0.319
id23,20260328_105205.jpg,no,0.2988,0.2102,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,66,10.72,0.0096,0.062,61567,0.601,0.313
id23,20260328_105207.jpg,no,0.3221,0.2512,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,71,9.61,0.017,0.0613,73879,0.718,0.376
id23,20260328_105213.jpg,no,0.4177,0.1876,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,80,13.403,0.0351,0.0695,59688,0.536,0.304
id23,20260328_105215.jpg,no,0.4349,0.2379,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,89,12.096,0.0423,0.0621,73580,0.68,0.374
id23,20260328_105225_HDR.jpg,no,0.4146,0.2402,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,83,11.568,0.0407,0.0544,71752,0.686,0.365
id23,20260328_105228_HDR.jpg,no,0.4094,0.2535,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,97,11.935,0.0387,0.0561,81272,0.724,0.413
id23,20260328_105231_HDR.jpg,no,0.3953,0.2,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,72,11.012,0.0316,0.0649,65386,0.572,0.333
id23,20260328_105235_HDR.jpg,no,0.4248,0.24,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,100,12.251,0.0342,0.0757,81628,0.686,0.415
id23,20260328_105237.jpg,no,0.4196,0.2371,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,89,11.115,0.0347,0.0716,80074,0.678,0.407
id23,20260328_105241.jpg,no,0.374,0.2256,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,90,12.057,0.0186,0.0837,74645,0.644,0.38
id23,20260328_105245.jpg,no,0.5459,0.2049,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,87,14.1,0.0792,0.0377,61704,0.585,0.314
id23,20260328_105307.jpg,no,0.375,0.3314,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,103,13.812,0.0313,0.054,74571,0.947,0.379
id23,20260328_105310.jpg,no,0.3958,0.3351,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,85,12.521,0.0375,0.0512,67888,0.957,0.345
id23,20260328_105415.jpg,no,0.4784,0.1513,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,32,13.455,0.0421,0.0875,23783,0.432,0.121
id23,20260328_105420.jpg,no,0.3828,0.1726,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,42,16.568,0.0277,0.067,25350,0.493,0.129
id23,20260328_105423_HDR.jpg,no,0.2806,0.2919,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,54,10.832,0.0129,0.0439,49853,0.834,0.254
id24,20260328_105458_HDR.jpg,yes,0.2585,0.248,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,58,10.213,0.014,0.0286,56791,0.709,0.289
id24,20260328_105500_HDR.jpg,yes,0.2428,0.2529,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,55,9.935,0.0152,0.0173,55358,0.722,0.282
id24,20260328_105510_HDR.jpg,yes,0.2423,0.2957,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,103,14.677,0.0058,0.0389,70176,0.845,0.357
id24,20260328_105519_HDR.jpg,yes,0.2606,0.3056,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,96,9.161,0.0147,0.0354,104790,0.873,0.533
id24,20260328_105522_HDR.jpg,yes,0.2392,0.2666,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,95,10.731,0.0158,0.0134,88528,0.762,0.45
id24,20260328_105527.jpg,yes,0.2895,0.2333,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,84,10.459,0.0291,0.0105,80313,0.667,0.408
id24,20260328_105529_HDR.jpg,yes,0.2046,0.3148,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,123,12.159,0.0061,0.0166,101157,0.899,0.515
id24,20260328_105532_HDR.jpg,yes,0.2575,0.252,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,92,11.756,0.0047,0.0503,78255,0.72,0.398
id24,20260328_105537_HDR.jpg,yes,0.2791,0.2729,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,89,12.321,0.0082,0.0543,72233,0.78,0.367
id24,20260328_105540_HDR.jpg,yes,0.2537,0.3159,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,98,12.641,0.0029,0.0523,77525,0.902,0.394
id24,20260328_105543.jpg,yes,0.2678,0.3153,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,93,10.819,0.0134,0.0355,85957,0.901,0.437
id24,20260328_105545.jpg,yes,0.3447,0.277,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,95,12.414,0.0336,0.0312,76528,0.791,0.389
id24,20260328_105548.jpg,yes,0.3052,0.3015,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,93,10.61,0.0216,0.0373,87651,0.861,0.446
id24,20260328_105555_HDR.jpg,yes,0.233,0.25,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,65,9.333,0.0058,0.0393,69647,0.714,0.354
id24,20260328_105557.jpg,yes,0.2141,0.2791,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,76,10.211,0.0039,0.0272,74433,0.798,0.379
id24,20260328_105604_HDR.jpg,yes,0.3369,0.2761,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,94,9.52,0.0043,0.1006,98741,0.789,0.502
id25,IMG_3331.JPG,no,0.5152,0.2586,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,82,10.333,0.0109,0.1828,79354,0.739,0.404
id25,IMG_3332.JPG,no,0.5225,0.2305,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,61,9.222,0.0125,0.1899,66145,0.659,0.336
id25,IMG_3333.JPG,no,0.6034,0.2589,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,70,8.496,0.0429,0.1699,82392,0.74,0.419
id25,IMG_3334.JPG,no,0.6264,0.2483,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,69,8.564,0.0561,0.151,80567,0.709,0.41
id25,IMG_3335.JPG,no,0.5739,0.3139,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,77,8.858,0.0317,0.1765,86928,0.897,0.442
id25,IMG_3336.JPG,no,0.4706,0.2373,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,113,14.608,0.0119,0.1548,77354,0.678,0.393
id25,IMG_3337.JPG,no,0.3762,0.205,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,116,15.88,0.0053,0.1168,73049,0.586,0.372
id25,IMG_3338.JPG,no,0.3604,0.2241,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,121,15.292,0.0093,0.098,79128,0.64,0.402
id25,IMG_3339.JPG,no,0.4432,0.2638,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,52,7.936,0.0228,0.1309,65526,0.754,0.333
id25,IMG_3340.JPG,no,0.4411,0.2577,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,47,7.287,0.03,0.118,64497,0.736,0.328
id28,IMG_3350.JPG,no,0.4183,0.3065,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,43,4.194,0.0013,0.2884,102538,0.876,0.522
id29,IMG_3373.JPG,no,0.586,0.2792,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,81,12.096,0.0311,0.175,66963,0.798,0.341
id29,IMG_3374.JPG,no,0.6332,0.2852,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,66,10.686,0.0445,0.1702,61765,0.815,0.314
id29,IMG_3375.JPG,no,0.4888,0.3368,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,113,15.248,0.0149,0.158,74108,0.962,0.377
id30,IMG_3404.JPG,no,0.5,0.2636,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,68,12.736,0.0,0.4456,53392,0.753,0.272
id30,IMG_3405.JPG,no,0.3853,0.1622,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,6,2.311,0.0002,0.3231,25959,0.463,0.132
id30,IMG_3406.JPG,no,0.3997,0.1581,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,8,3.315,0.0,0.41,24132,0.452,0.123
id30,IMG_3407.JPG,no,0.4287,0.3218,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,31,5.049,0.0007,0.3739,61397,0.919,0.312
